Id_cliente;Genero;Adulto_mayor;Tiene_pareja;Dependientes;Permanencia;ServicioTelefonico;LineasMultiples;ServicioInternet;SeguridadLinea;CopiaSeguridad;ProteccionDispositivo;SoporteTecnico;StreamingTV;StreamingPelicula;Contrato;FacturacionSpapel;MetodoPago;CargosMensuales;CargosTotales;Abandono
0927-CNGRH;Masculino;0;No;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1955;1955;No
8608-OZTLB;Masculino;0;Si;Si;38;Si;No;DSL;Si;Si;Si;Si;Si;No;Un año;No;Cheque electronico;7405;28023;No
2335-GSODA;Masculino;0;No;Si;23;No;No hay servicio telefónico;DSL;Si;No;Si;Si;No;No;Dos años;No;Cheque enviado por correo;401;85775;No
1952-DVVSW;Femenina;0;Si;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;201;1844;No
0702-PGIBZ;Masculino;0;No;Si;4;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;1017;36455;Si
6656-GULJQ;Masculino;0;Si;Si;72;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);8355;60933;No
9853-JFZDU;Femenina;0;Si;No;35;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;No;Cheque electronico;5685;18611;No
1963-VAUKV;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;204;204;Si
3777-XROBG;Femenina;0;Si;Si;58;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);1955;107965;No
6994-FGRHH;Masculino;0;Si;Si;70;Si;No;Fibra optica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;10615;74751;No
4000-VGMQP;Masculino;0;Si;Si;38;Si;Si;DSL;No;Si;Si;No;Si;Si;Un año;No;Tarjeta de crédito (automática);7895;286255;No
3999-WRNGR;Femenina;0;Si;Si;60;No;No hay servicio telefónico;DSL;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;4975;306945;No
3466-RITXD;Masculino;0;No;No;26;Si;Si;Fibra optica;Si;Si;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);924;23498;No
2680-XKKNJ;Femenina;0;No;No;8;Si;No;DSL;Si;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);582;46925;No
3058-HJCUY;Masculino;0;Si;Si;41;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;1026;421335;Si
2974-GGUXS;Femenina;1;Si;No;36;Si;Si;Fibra optica;No;Si;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);9195;330105;No
7994-XIRTR;Masculino;1;No;No;54;Si;No;DSL;No;No;Si;Si;No;Si;Un año;No;Transferencia bancaria (automática);6525;352995;No
3259-FDWOY;Masculino;0;Si;Si;71;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);106;77237;Si
2101-RANCD;Femenina;0;No;No;55;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;731;41449;No
7921-BEPCI;Femenina;0;No;No;72;Si;Si;DSL;Si;Si;No;No;No;No;Dos años;No;Transferencia bancaria (automática);5975;4265;No
0807-ZABDG;Femenina;0;No;Si;3;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;Si;Cheque enviado por correo;551;15465;Si
8510-TMWYB;Femenina;0;Si;Si;54;Si;Si;DSL;No;Si;Si;No;No;No;Dos años;Si;Transferencia bancaria (automática);598;324645;No
3258-ZKPAI;Masculino;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);1166;833745;No
1428-IEDPR;Masculino;0;No;No;52;Si;Si;Fibra optica;Si;No;Si;Si;Si;Si;Dos años;Si;Cheque electronico;1093;57314;No
5298-GSTLM;Femenina;1;No;No;60;Si;Si;Fibra optica;Si;No;No;No;Si;Si;Un año;Si;Transferencia bancaria (automática);1014;61766;No
4450-YOOHP;Femenina;0;No;No;39;No;No hay servicio telefónico;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);5065;19054;No
6728-CZFEI;Femenina;0;No;No;15;Si;No;DSL;No;No;No;No;Si;No;Un año;No;Cheque enviado por correo;5615;9319;No
5748-RNCJT;Masculino;0;No;No;69;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);1065;73488;Si
3653-NCRDJ;Masculino;0;Si;Si;43;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque enviado por correo;192;77625;No
6121-TNHBO;Femenina;1;No;No;63;Si;Si;DSL;Si;Si;Si;Si;Si;No;Un año;No;Transferencia bancaria (automática);83;524305;No
5119-NZPTV;Masculino;1;Si;No;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;701;14165;No
6519-ZHPXP;Femenina;0;Si;Si;72;Si;No;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);1083;767965;No
7739-LAXOG;Femenina;0;Si;Si;32;Si;Si;Fibra optica;No;No;Si;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);9105;29545;Si
3472-QPRCH;Masculino;0;Si;Si;40;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);2525;10069;No
8224-UAXBZ;Femenina;0;Si;No;58;No;No hay servicio telefónico;DSL;Si;Si;No;No;Si;No;Un año;Si;Cheque electronico;4535;25401;No
9610-WCESF;Masculino;0;No;No;67;No;No hay servicio telefónico;DSL;Si;No;No;Si;Si;No;Dos años;No;Cheque electronico;439;30972;No
9776-CLUJA;Femenina;1;Si;No;51;Si;Si;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;775;380735;Si
2486-WYVVE;Masculino;0;Si;No;31;Si;Si;DSL;No;No;Si;Si;Si;Si;Un año;Si;Cheque enviado por correo;793;2484;No
3865-ZYKAD;Masculino;1;Si;No;69;Si;Si;Fibra optica;Si;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);849;578565;No
1422-DGUBX;Masculino;0;Si;No;32;Si;Si;Fibra optica;No;No;No;Si;No;No;Un año;Si;Cheque electronico;7925;261915;No
2999-AANRQ;Femenina;0;No;No;21;Si;No;DSL;Si;Si;No;Si;Si;No;Dos años;No;Tarjeta de crédito (automática);7105;152485;No
8668-KNZTI;Masculino;0;No;No;52;Si;No;DSL;Si;No;Si;No;No;No;Un año;No;Cheque electronico;5375;279065;No
0480-KYJVA;Femenina;0;Si;Si;72;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);2425;17845;No
6034-ZRYCV;Femenina;0;Si;No;72;No;No hay servicio telefónico;DSL;No;Si;Si;No;Si;Si;Dos años;Si;Cheque electronico;542;393745;Si
9746-YKGXB;Masculino;0;Si;Si;52;No;No hay servicio telefónico;DSL;Si;No;Si;No;No;Si;Un año;No;Transferencia bancaria (automática);4425;22761;No
3926-YZVVX;Femenina;0;No;No;41;Si;No;DSL;No;No;No;Si;No;No;Un año;No;Transferencia bancaria (automática);5005;202905;No
6000-UKLWI;Masculino;0;No;No;41;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2015;80235;No
2079-FBMZK;Femenina;0;No;No;6;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;6925;4184;Si
6332-FBZRI;Masculino;0;Si;Si;67;Si;Si;DSL;Si;Si;Si;Si;No;No;Un año;Si;Tarjeta de crédito (automática);6935;465325;No
2096-XOTMO;Femenina;0;Si;Si;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1935;2759;No
3266-FTKHB;Masculino;0;No;No;17;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1915;34345;No
8221-EQDGL;Masculino;0;Si;No;35;Si;No;DSL;Si;Si;Si;No;No;No;Mes a mes;No;Cheque enviado por correo;61;213045;No
2346-LOCWC;Femenina;0;Si;Si;58;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);205;11914;No
6608-QQLVK;Masculino;0;No;No;1;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;505;505;Si
0298-XACET;Masculino;0;Si;Si;52;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;No;Dos años;No;Cheque enviado por correo;502;2554;No
7560-QJAVJ;Femenina;0;No;No;70;Si;No;DSL;Si;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);796;558945;No
2995-YWTCD;Femenina;0;Si;Si;19;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);249;4677;No
3551-HUAZH;Masculino;1;No;No;1;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;744;744;Si
9137-UIYPG;Femenina;0;Si;Si;35;Si;No;Fibra optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;1069;375645;No
2809-ZMYOQ;Femenina;0;No;No;32;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10135;33349;No
5084-OOVCJ;Femenina;0;Si;Si;17;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);5535;9205;No
0254-WWRKD;Femenina;0;Si;Si;67;Si;No;DSL;No;Si;No;No;No;No;Un año;No;Tarjeta de crédito (automática);5055;343175;No
7727-SHVZV;Femenina;0;No;No;9;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);195;15035;No
6302-JGYRJ;Masculino;0;No;Si;31;Si;Si;DSL;No;Si;No;Si;Si;Si;Un año;Si;Cheque enviado por correo;7945;25877;Si
5339-PXDVH;Masculino;0;No;No;4;Si;Si;Fibra optica;Si;No;No;No;Si;No;Mes a mes;No;Cheque electronico;9065;36795;No
2205-LPVGL;Masculino;1;Si;Si;58;Si;Si;Fibra optica;Si;Si;No;Si;No;No;Un año;Si;Transferencia bancaria (automática);8985;512575;No
8782-NUUOL;Masculino;0;No;No;60;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;No;Cheque enviado por correo;79;48011;No
3685-YLCMQ;Masculino;0;No;No;58;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;10465;62196;Si
7601-WFVZV;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;1955;1955;No
4609-KNNWG;Femenina;0;Si;Si;27;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;199;5501;No
4868-AADLV;Masculino;1;Si;Si;66;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;11625;786225;No
9529-OFXHY;Masculino;0;No;No;15;Si;Si;Fibra optica;Si;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);8775;12422;No
8634-MPHTR;Masculino;1;Si;No;47;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10005;487105;Si
2669-QVCRG;Femenina;0;No;No;41;Si;Si;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);813;319065;No
2478-EEWWM;Masculino;0;Si;No;59;No;No hay servicio telefónico;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;443;266675;No
9174-IHETN;Femenina;0;No;Si;50;Si;No;Fibra optica;No;No;No;No;No;No;Dos años;No;Tarjeta de crédito (automática);7035;35336;No
2233-TXSIU;Masculino;0;Si;Si;17;No;No hay servicio telefónico;DSL;Si;No;Si;No;Si;No;Un año;No;Tarjeta de crédito (automática);4445;79215;No
9644-UMGQA;Masculino;0;Si;Si;6;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;4915;29565;No
3256-EZDBI;Masculino;1;Si;No;51;No;No hay servicio telefónico;DSL;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2945;145935;No
8761-NSOBC;Masculino;0;No;No;44;Si;No;Fibra optica;No;Si;No;Si;Si;Si;Mes a mes;No;Cheque electronico;10055;439815;Si
0419-YAAPX;Masculino;0;Si;No;49;Si;No;Fibra optica;No;Si;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);853;429795;No
8413-VONUO;Masculino;0;No;No;2;Si;No;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;9565;1673;Si
0872-CASZJ;Masculino;0;Si;No;59;Si;Si;DSL;Si;No;No;Si;No;Si;Un año;Si;Cheque enviado por correo;691;40969;No
4726-DLWQN;Masculino;1;No;No;50;Si;Si;DSL;Si;Si;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);7035;34546;No
8164-OCKUJ;Femenina;0;Si;Si;59;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;206;1286;No
3094-JOJAI;Masculino;0;No;No;18;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque enviado por correo;7415;1387;No
9494-MRNYX;Masculino;0;No;No;10;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;7505;7863;No
2599-CZABP;Masculino;0;Si;No;14;Si;No;DSL;No;No;No;No;No;No;Un año;No;Cheque electronico;446;64125;No
7945-PRBVF;Masculino;0;No;No;35;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2145;70545;No
4544-RXFMG;Masculino;0;Si;Si;8;Si;No;DSL;No;No;No;No;No;No;Un año;Si;Cheque enviado por correo;4345;3455;No
0859-YGKFW;Masculino;0;Si;Si;18;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);2005;3459;No
1150-FTQGN;Femenina;0;Si;Si;60;Si;Si;Fibra optica;Si;Si;No;No;Si;No;Un año;No;Transferencia bancaria (automática);9415;58118;No
9223-UCPVT;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque electronico;944;944;Si
7196-LIWRH;Femenina;0;No;No;6;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1955;12445;No
5448-VWNAM;Femenina;0;No;Si;19;Si;Si;DSL;Si;Si;No;Si;Si;No;Mes a mes;Si;Cheque enviado por correo;759;13756;No
1177-XZBJL;Masculino;0;Si;Si;53;Si;Si;DSL;Si;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);6415;349155;No
3518-FSTWG;Masculino;1;Si;No;72;Si;Si;Fibra optica;Si;Si;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);10955;79207;No
9330-VOFSZ;Femenina;0;Si;No;60;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);1108;66407;No
4351-QLCSU;Femenina;0;No;No;1;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);55;55;Si
0939-EREMR;Femenina;0;No;Si;13;Si;No;DSL;No;No;Si;Si;No;No;Mes a mes;No;Cheque enviado por correo;5345;7181;No
9389-ACWBI;Femenina;0;Si;Si;5;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Tarjeta de crédito (automática);6995;3204;No
5419-JPRRN;Masculino;0;No;No;1;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10145;10145;Si
3644-QXEHN;Masculino;0;Si;Si;13;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque electronico;97;133445;No
2911-IJORQ;Masculino;0;No;No;37;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);906;335865;No
5921-NGYRH;Masculino;0;Si;No;64;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;7355;4764;No
2100-BDNSN;Femenina;0;Si;No;5;Si;Si;DSL;No;No;Si;Si;Si;No;Mes a mes;No;Transferencia bancaria (automática);6795;3503;Si
5998-DZLYR;Femenina;0;Si;No;61;Si;Si;Fibra optica;No;Si;No;Si;No;Si;Dos años;Si;Transferencia bancaria (automática);9435;5703;No
0488-GSLFR;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;695;695;Si
9318-NKNFC;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;1885;1885;Si
3985-HOYPM;Masculino;0;No;No;26;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;194;52555;No
9728-FTTVZ;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;692;692;Si
9548-LERKT;Masculino;0;Si;No;24;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;1975;48315;No
6576-FBXOJ;Masculino;0;Si;No;17;No;No hay servicio telefónico;DSL;No;No;Si;Si;Si;Si;Un año;No;Cheque electronico;546;9348;No
4310-KEDTB;Femenina;0;No;Si;26;No;No hay servicio telefónico;DSL;No;No;Si;No;No;No;Mes a mes;Si;Cheque enviado por correo;298;7865;No
7254-IQWOZ;Masculino;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;6965;6965;Si
2474-BRUCM;Masculino;1;Si;No;40;Si;Si;Fibra optica;Si;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;10185;40863;Si
4062-HBMOS;Masculino;0;No;No;52;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10305;53648;No
0742-NXBGR;Femenina;0;No;No;1;Si;No;Fibra optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;823;823;Si
2676-ISHSF;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;203;203;No
9236-NDUCW;Femenina;0;No;No;21;No;No hay servicio telefónico;DSL;Si;No;No;Si;No;No;Dos años;No;Cheque enviado por correo;351;7704;No
4753-PADAS;Femenina;0;Si;No;67;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Un año;Si;Transferencia bancaria (automática);1057;681695;No
6103-QCKFX;Femenina;0;Si;Si;44;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);5625;241955;No
7781-EWARA;Masculino;0;Si;Si;70;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Un año;No;Cheque electronico;6035;41387;No
6110-OHIHY;Masculino;0;No;No;3;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;7925;2676;Si
7018-FPXHH;Masculino;0;Si;Si;56;Si;No;DSL;Si;Si;Si;No;No;No;Dos años;Si;Transferencia bancaria (automática);598;345745;No
5889-LFOLL;Femenina;0;No;No;13;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;846;11152;Si
5708-EVONK;Femenina;0;Si;Si;58;Si;Si;Fibra optica;Si;Si;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);934;54356;Si
8708-XPXHZ;Femenina;0;Si;Si;42;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;942;41863;Si
0616-ATFGB;Masculino;1;Si;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;2505;2505;Si
0572-ZJKLT;Femenina;0;Si;Si;46;Si;Si;Fibra optica;Si;No;Si;Si;No;Si;Dos años;No;Cheque enviado por correo;9965;46302;No
5135-RDDQL;Femenina;0;Si;Si;63;Si;No;DSL;Si;No;No;No;No;No;Dos años;Si;Transferencia bancaria (automática);5065;322125;No
1353-LJWEM;Masculino;0;No;No;11;Si;No;DSL;No;Si;Si;Si;No;No;Mes a mes;Si;Cheque electronico;609;6885;No
1794-SWWKL;Masculino;0;Si;Si;15;Si;Si;DSL;No;No;Si;Si;No;No;Mes a mes;Si;Transferencia bancaria (automática);5965;8671;No
6166-YIPFO;Masculino;0;Si;No;72;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;647;474605;No
7016-BPGEU;Femenina;0;No;No;29;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);251;71285;Si
6876-ADESB;Masculino;0;No;Si;1;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;4895;4895;Si
9332-GYWLO;Femenina;0;Si;Si;6;Si;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque electronico;5485;3551;No
1963-SVUCV;Masculino;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;453;453;Si
4184-VODJZ;Masculino;0;Si;Si;63;Si;Si;Fibra optica;No;Si;No;No;No;Si;Un año;Si;Cheque electronico;9135;57647;No
0220-EBGCE;Masculino;0;No;No;2;Si;No;Fibra optica;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;8585;1673;Si
1092-WPIVQ;Femenina;0;Si;Si;18;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;251;42845;No
7233-IOQNP;Femenina;0;Si;No;43;No;No hay servicio telefónico;DSL;Si;No;No;Si;No;No;Mes a mes;No;Transferencia bancaria (automática);34;150535;No
2834-JKOOW;Femenina;0;No;No;15;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;No;No;Un año;No;Cheque enviado por correo;459;69345;No
2754-VDLTR;Masculino;0;No;Si;10;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;952;9304;Si
2400-FEQME;Masculino;0;Si;Si;55;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;205;117795;No
3190-XFANI;Masculino;0;No;Si;49;Si;Si;Fibra optica;No;No;No;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);1006;506965;Si
7551-DACSP;Masculino;0;Si;Si;6;Si;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque enviado por correo;553;32425;Si
